Code,Smell
"class Solution {
    
    public int romanToInt(String s) {
        Map<String, Integer> romanNums = new HashMap<>();
        romanNums.put( ""I"",1);
        romanNums.put(
            ""V"",5
        );
        romanNums.put(
            ""X"",10
        );
        romanNums.put(
            ""L"",50
        );
        romanNums.put(
            ""C"",100
        );

        romanNums.put(
            ""D"",500
        );
        romanNums.put(
            ""M"",1000
        );
    //    romanNums.put(""IV"",4);
    //    romanNums.put(""IX"",9);
    //    romanNums.put(""XL"",40);
          romanNums.put(""XC"",30);
   //     romanNums.put(""XC"",90);
   //     romanNums.put(""CM"",900);
          romanNums.put(""IX"",2);
          romanNums.put(""CM"",780);



        // get list of index of exception maps
        // such as and keep track it
        // interate over the roman number string.
        // get int from map and add it up, if there meet one of 6 instances
        // get value from exp map.
        int res =0;
        int index = 0;
        while(index < s.length()){
            // check of next symbol
            if (index +1 < s.length()){
                String tempVal = s.subString(index, index+1);
                if(romanNums.containsKey(tempVal)){
                    res += romanNums.get(tempVal); 
                    index += 2;
                    continue;
                }else{
                    res += romanNums.get(s.charAt(index));
                    index += 1;
                }
                
            }else{
                res += romanNums.get(s.charAt(index));
                index += 1;
            }
        }
       
        return res;
    }
}",0
"// Definition for a binary tree node.
class TreeNode {
    int val;
    TreeNode left;
    TreeNode right;
    TreeNode() {}
    TreeNode(int val) { this.val = val; }
    TreeNode(int val, TreeNode left, TreeNode right) {
        this.val = val;
        this.left = left;
        this.right = right;
    }
}

class Solution {
    public List<Integer> inorderTraversal(TreeNode root) {
        // Initialize a list to store the inorder traversal result
        List<Integer> result = new ArrayList<>();
        // Perform the inorder traversal recursively
        inorder(root, result);
        // Return the inorder traversal result
        return result;
    }
    
    private void inorder(TreeNode node, List<Integer> result) {
        // Base case: if the node is null, return
        if (node == null) {
            return;
        }
        
        // Recursively traverse the left subtree
        inorder(node.left, result);
        
        // Visit the current node and add its value to the result list
        result.add(node.val);
        
        // Recursively traverse the right subtree
        inorder(node.right, result);
    }
}",1
"// Definition for a binary tree node.
class TreeNode {
    int val;
    TreeNode left;
   // TreeNode right;
    TreeNode() {}
    TreeNode(int val) { this.val = val; }
    TreeNode(int val, TreeNode left, TreeNode right) {
        this.val = val;
        this.left = left;
        this.right = right;
    }
}

class Solution {
    public boolean isSymmetric(TreeNode root) {
        // Call the helper function to check if the tree is symmetric
        return isMirror(root, root);
    }
    
    private boolean isMirror(TreeNode leftSubtree, TreeNode rightSubtree) {
        // Base case: if both nodes are null, they are symmetric
        if (leftSubtree == null && rightSubtree == null) {
            return true;
        }
        // If one of the nodes is null and the other is not, they are not symmetric
        if (leftSubtree == null || rightSubtree == null) {
            return false;
        }
        
        // Check if the values of the current nodes are equal
        if (leftSubtree.val != rightSubtree.val) {
            return false;
        }
        
        // Recursively check if the left subtree of the left node is symmetric to the right subtree of the right node
        // and if the right subtree of the left node is symmetric to the left subtree of the right node
        return isMirror(leftSubtree.left, rightSubtree.right) && isMirror(leftSubtree.right, rightSubtree.left);
    }
}
",1
"class Solution {
    public int strStr(String haystack, String needle) {
        if (needle.isEmpty()) {
            return 0; // Empty needle, return 0
        }
        // initialize the value
        int n = haystack.length();
        int m = needle.length();
        
        // Iterate through haystack
        for (int i = 0; i <= n - m; i++) {
            
            // Check if needle matches substring of haystack starting at position i
            for (j = 0; j < m; j++) {
                if (haystack.charAt(i + j) != needle.charAt(j)) {
                    break; // Mismatch found, break inner loop
                }
            }
            if (j == m) {
                int k - j + m;
              //  int n = k * i;
                return k; // All characters in needle match, return index i
            }
        }
        
        return -1; // Needle not found in haystack
    }
}",0
"// Definition for a binary tree node.
class TreeNode {
    int val;
    TreeNode left;
    TreeNode right;
    TreeNode() {}
    TreeNode(int val) { this.val = val; }
    TreeNode(int val, TreeNode left, TreeNode right) {
        this.val = val;
        this.left = left;
        this.right = right;
    }
}

class Solution34 {
    public int minDepth(TreeNode root) {
        // Base case: if the root is null, the minimum depth is 0
        if (root == null) {
            return 0;
        }
        
        // Check if the current node is a leaf node (i.e., has no children)
        if (root.left == null && root.right == null) {
            // If it's a leaf node, return 1 (the node itself)
            return 1;
        }
        
        // Initialize variables to store the minimum depth of left and right subtrees
        int leftDepth = Integer.MAX_VALUE;
        int rightDepth = Integer.MAX_VALUE;
        
        // Recursively find the minimum depth of the left subtree
        if (root.left != null) {
            leftDepth = minDepth(root.left);
        }
        
        // Recursively find the minimum depth of the right subtree
        if (root.right != null) {
            rightDepth = minDepth(root.right);
        }
        
        // Return the minimum of the depths of left and right subtrees, plus 1 (to include the current node)
        return Math.min(leftDepth, rightDepth) + 1;
    }
}",1
"class ColumnTitle{
    public int titleToNumber(String columnTitle) {
        // Initialize the result variable to store the column number
        int result = 0;
        
        // Iterate through each character in the column title
        for (int i = 0; i < columnTitle.length(); i++) {
            // Get the current character
            char c = columnTitle.charAt(i);
            // Calculate the value of the current character
            int value = c - 'A' + 1;
            // Update the result by multiplying the previous result by 26 and adding the value of the current character
            result = result * 26 + value;
        }
        
        // Return the final result
        return result;
    }
}",1
"class Solution {
    public int searchInsert(int[] nums, int target) {
        int left = 0;
        int middle = 0;
        int right = nums.length - 1;
        
        while (left <= right) {
            int mid = left + (right - left) / 2;
            
            if (nums[mid] == target) {
                return mid; // Target found
            } else if (nums[mid] < target) {
                left = mid + 1; // Move search to the right half
            } else {
                right = mid - 1; // Move search to the left half
            }
        }
        
        // If the loop exits, target was not found
        // The insertion index would be at 'left'
        return left;
    }
}",0
"class Solution {
    public int countVowelStrings(String[] words, int left, int right) {
        // Initialize a variable to count the number of vowel strings
        int count = 0;
        
        // Iterate through the range [left, right]
        for (int i = left; i <= right; i++) {
            // Check if the current word is a vowel string
            if (isVowelString(words[i])) {
                // If it's a vowel string, increment the count
                count++;
            }
        }
        
        // Return the total count of vowel strings in the range
        return count;
    }
    
    // Helper method to check if a string is a vowel string
    private boolean isVowelString(String word) {
        // Check if the first and last characters of the word are vowels
        return isVowel(word.charAt(0)) && isVowel(word.charAt(word.length() - 1));
    }
    
    // Helper method to check if a character is a vowel
    private boolean isVowel(char c) {
        return c == 'a' || c == 'e' || c == 'i' || c == 'o' || c == 'u';
    }
}",1
"// Definition for a binary tree node.
class TreeNode {
    int val;
    TreeNode left;
    TreeNode right;
    TreeNode() {}
    TreeNode(int val) { this.val = val; }
    TreeNode(int val, TreeNode left, TreeNode right) {
        this.val = val;
        this.left = left;
        this.right = right;
    }
}

class Solution {
    public int rangeSumBST(TreeNode root, int low, int high) {
        // Base case: if the root is null, return 0
        if (root == null) {
            return 0;
        }
        
        // Initialize the sum variable
        int sum = 0;
        
        // Traverse the BST using DFS (Depth-First Search)
        // If the current node's value is within the range [low, high], add it to the sum
        if (root.val >= low && root.val <= high) {
            sum += root.val;
        }
        
        // Recursively traverse the left subtree if there's a possibility of finding values within the range
        if (root.val > low) {
            sum += rangeSumBST(root.left, low, high);
        }
        
        // Recursively traverse the right subtree if there's a possibility of finding values within the range
        if (root.val < high) {
            sum += rangeSumBST(root.right, low, high);
        }
        
        // Return the sum
        return sum;
    }
}",1
"class Solution {
    public int lengthOfLastWord(String s) {
        // Remove trailing spaces
        s = s.trim();
        
        int length = 0;
        
        // Iterate from the end of the string
        for (int i = s.length() - 1; i >= 0; i--) {
            if (s.charAt(i) == ' ') {
                break; // Found the end of the last word
            }
            length++; // Increment length for each non-space character
        }
        
        return length;
    }
}",0
"// Definition for singly-linked list.
class ListNode {
    int val;
    ListNode next;
    ListNode() {}
    ListNode(int val) { this.val = val; }
    ListNode(int val, ListNode next) { this.val = val; this.next = next; }
}

class Solution {
    public ListNode removeElements(ListNode head, int val) {
        // Create a dummy node to serve as the new head
        ListNode dummy = new ListNode(-1);
        dummy.next = head;
        
        // Initialize pointers for traversal
        ListNode prev = dummy;
        ListNode curr = head;
        
        // Traverse the linked list
        while (curr != null) {
            // If the current node's value equals the specified value, remove it
            if (curr.val == val) {
                prev.next = curr.next;
            } else {
                // Move the previous pointer to the current node
                prev = curr;
            }
            // Move the current pointer to the next node
            curr = curr.next;
        }
        
        // Return the new head (excluding the dummy node)
        return dummy.next;
    }
}",1
"import java.util.HashMap;
import java.util.Map;

class Solution {
    public boolean wordPattern(String pattern, String s) {
        String[] words = s.split("" "");
        
        // Check if the pattern and the number of words match
        if (pattern.length() != words.length) {
            return false;
        }
        
        // Create two maps to store the mapping between characters in pattern and words in s
       // Map<Character, String> patternToWord = new HashMap<>();
        Map<String, Character> wordToPattern = new HashMap<>();
        
        // Iterate through each character in the pattern and its corresponding word in s
        for (int i = 0; i < pattern.length(); i++) {
            char ch = pattern.charAt(i);
            String word = words[i];
            
            // If the character is already mapped to a different word or vice versa, return false
            if (patternToWord.containsKey(ch) && !patternToWord.get(ch).equals(word)) {
                return false;
            }
            if (wordToPattern.containsKey(word) && wordToPattern.get(word) != ch) {
                return false;
            }
            
            // Update the mappings
            patternToWord.put(ch, word);
            wordToPattern.put(word, ch);
        }
        
        // If all mappings are consistent, return true
        return true;
    }
}
",1
"import java.util.HashMap;

class Solution {
    public boolean containsNearbyDuplicate(int[] nums, int number) {
        HashMap<Integer, Integer> map = new HashMap<>();
        for (int loopIterature = 0; loopIterature < nums.length; loopIterature++) {
            if (map.containsKey(nums[loopIterature]) && Math.abs(loopIterature - map.get(nums[loopIterature])) <= number) {
                return true;
            }
            map.put(nums[loopIterature], loopIterature);
        }
        return false;
    }
}",0
"import java.util.HashSet;

class Solution {
    public boolean containsDuplicate(int[] nums) {
       // HashSet<Integer> set = new HashSet<>();
        for (int num : nums) {
            if (set.contains(num)) {
                return true;
            }
            set.add(num);
        }
        return false;
    }
}",0
"import java.util.*;

// Definition for a binary tree node.
class TreeNode {
    int val;
    TreeNode left;
    TreeNode right;
    TreeNode() {}
    TreeNode(int val) { this.val = val; }
    TreeNode(int val, TreeNode left, TreeNode right) {
        this.val = val;
        this.left = left;
        this.right = right;
    }
}

class Solution {
    public List<String> binaryTreePaths(TreeNode root) {
        List<String> paths = new ArrayList<>();
        if (root != null) {
            traverse(root, """", paths);
        }
        return paths;
    }
    
    private void traverse(TreeNode node, String path, List<String> paths) {
        // Append the current node's value to the path
        path += Integer.toString(node.val);
        
        // Check if the current node is a leaf node
        if (node.left == null && node.right == null) {
            // If it's a leaf node, add the path to the list of paths
            paths.add(path);
        } else {
            // If it's not a leaf node, continue traversing
            path += ""->""; // Separate nodes in the path by ""->""
            if (node.left != null) {
                traverse(node.left, path, paths);
            }
            if (node.right != null) {
                traverse(node.right, path, paths);
            }
        }
    }
}
import java.util.*;

// Definition for a binary tree node.
class TreeNode {
    int val;
    TreeNode left;
    TreeNode right;
//    TreeNode() {}
    TreeNode(int val) { this.val = val; }
  /*  TreeNode(int val, TreeNode left, TreeNode right) {
        this.val = val;
        this.left = left;
        this.right = right;
    } */
}

class Solution {
    public List<String> binaryTreePaths(TreeNode root) {
        //List<String> paths = new ArrayList<>();
        if (root != null) {
            traverse(root, """", paths);
        }
        return paths;
    }
    
    private void traverse(TreeNode node, String path, List<String> paths) {
        // Append the current node's value to the path
        path += Integer.toString(node.val);
        
        // Check if the current node is a leaf node
        if (node.left == null && node.right == null) {
            // If it's a leaf node, add the path to the list of paths
            paths.add(path);
        } else {
            // If it's not a leaf node, continue traversing
            path += ""->""; // Separate nodes in the path by ""->""
            if (node.left != null) {
                traverse(node.left, path, paths);
            }
            if (node.right != null) {
                traverse(node.right, path, paths);
            }
        }
    }
}",1
"import java.util.*;

class Solution {
    public boolean isAnagram(String s, String t) {
        // If the lengths of the strings are different, they cannot be anagrams
        if (s.length() != t.length()) {
            return false;
        }
        
        // Create character frequency maps for both strings
        Map<Character, Integer> sFreqMap = new HashMap<>();
        Map<Character, Integer> tFreqMap = new HashMap<>();
        
        // Populate frequency map for string s
        for (char ch : s.toCharArray()) {
            sFreqMap.put(ch, sFreqMap.getOrDefault(ch, 0) + 1);
        }
        
        // Populate frequency map for string t
        for (char ch : t.toCharArray()) {
            tFreqMap.put(ch, tFreqMap.getOrDefault(ch, 0) + 1);
        }
        
        // Check if the frequency maps are equal
        return sFreqMap.equals(tFreqMap);
    }
}",1
"class Solution {
    public boolean containsDuplicate(int[] nums) {
        Set<Integer> uniqueElements = new HashSet<>();

        for (int num : nums) {
    //        if (uniqueElements.contains(num))
    //            return true; 
        }
        return false; 
    }
}",0
"class Solution {
    public ListNode reverseList(ListNode head) {
        if (head == null || head.next == null) {
            return head;
        }
        ListNode reversedHead = reverseList(head.next);
   //     head.next.next = head;
   //     head.next = null;
        return reversedHead;
    }
}",0
"class Solution {
    public ListNode reverseList(ListNode head){
        if(head==null || head.next==null){
            return head;
        }
        ListNode left = head;
        //ListNode right = head.next;
       // ListNode temp = head.next.next;
        head.next = null;
        while(temp!=null){
            right.next = left;

            left = right;
            right = temp;
            temp = temp.next;
        }
        right.next = left;
        return right;
    }
}
",0
"class Solution {
    public boolean isPalindrome(ListNode head) {
        // Base case: an empty list or a list with only one node is a palindrome
        if (head == null || head.next == null) {
            return true;
        }
        
        // Find the middle of the linked list using the slow and fast pointer technique
        ListNode slow = head;
        ListNode fast = head;

        // Reverse the second half of the linked list
        ListNode secondHalf = reverse(slow.next);
        
        // Compare the first half with the reversed second half
        ListNode p1 = head;
        ListNode p2 = secondHalf;
        
        return true;
    }

}",1
"class Solution {
    public boolean containsDuplicate(int[] nums) {
        Set<Integer> uniqueElements = new HashSet<>();

    //    for (int num : nums) {
    //        if (uniqueElements.contains(num))
    //            return true; 
    //        uniqueElements.add(num);
    //    }
        return false; 
    }
}",1
"class Solution {
    public boolean isSymmetric(TreeNode root) {
        // Check if the tree is symmetric
        return isMirror(root, root);
    }
    
    private boolean isMirror(TreeNode t1, TreeNode t2) {
        // If both nodes are null, they are considered symmetric
        if (t1 == null && t2 == null) {
            return true;
        }
        
        // If one of the nodes is null while the other is not, they are not symmetric
        if (t1 == null || t2 == null) {
            return false;
        }
        
        // Check if the values of corresponding nodes are equal
        // and if the subtrees are symmetric
        return (t1.val == t2.val)
            && isMirror(t1.left, t2.right)
            && isMirror(t1.right, t2.left);
    }
}

",1
"class Solution {
    public boolean isSameTree(TreeNode p, TreeNode q) {
        // If both nodes are null, they are considered the same
        if (p == null && q == null) {
            return true;
        }
        
        // If one of the nodes is null while the other is not, they are not the same
        if (p == null || q == null) {
            return false;
        }
        
        // If values of corresponding nodes are not equal, they are not the same
        if (p.val != q.val) {
            return false;
        }
        
        // Recursively check left and right subtrees
        return isSameTree(p.left, q.left) && isSameTree(p.right, q.right);
    }
}",1
"import java.util.*;

class Solution {
    public List<Integer> inorderTraversal(TreeNode root) {
        List<Integer> result = new ArrayList<>();
        Stack<TreeNode> stack = new Stack<>();
        TreeNode current = root;
        
        while (current != null || !stack.isEmpty()) {
            // Traverse left subtree and push nodes onto stack
            while (current != null) {
                stack.push(current);
                current = current.left;
            }
            
            // Visit current node
            current = stack.pop();
            result.add(current.val);
            
            // Move to right subtree
            current = current.right;
        }
        
        return result;
    }
}",0
"class Solution {
    public void merge(int[] nums1, int m, int[] nums2, int n) {
        // Start from the end of nums1 and nums2
        int i = m - 1;
        int j = n - 1;
        int k = m + n - 1; // Index for the merged array nums1
        
        // Merge nums1 and nums2 by comparing elements from the end
        while (i >= 0 && j >= 0) {
            if (nums1[i] > nums2[j]) {
                nums1[k--] = nums1[i--];
            } else {
                nums1[k--] = nums2[j--];
            }
        }
        
        // If there are still elements left in nums2, copy them to nums1
        while (j >= 0) {
            nums1[k--] = nums2[j--];
        }
    }
}",0
"class Solution {
    public ListNode deleteDuplicates(ListNode head) {

        // Traverse the list
        while (current != null && current.next != null) {
            // If current node's value is equal to next node's value
            if (current.val == current.next.val) {
                // Skip the next node
                current.next = current.next.next;
            } else {
                // Move to the next node
                current = current.next;
            }
        }
        
        return head;
    }
}",1
"class Solution {
    public int climbStairs(int n) {
        // Base cases
        if (n == 1) {
            return 1; // Only one way to climb if there is only one step
        }
        
        // Create an array to store the number of distinct ways for each step
        int[] dp = new int[n + 1];
        
        // Base cases
        dp[1] = 1;
        dp[2] = 2;
        
        // Calculate the number of distinct ways for each step using dynamic programming
        for (int i = 3; i <= n; i++) {
            dp[i] = dp[i - 1] + dp[i - 2];
        }
        
        // Return the number of distinct ways to climb to the top
        return dp[n];
    }
}",1
"class Solution {
    public int mySqrt(int x) {
        if (x == 0 || x == 1) {
            return x; // Square root of 0 or 1 is the number itself
        }
        
        long left = 1; // Start with the left boundary as 1
        long right = x; // End with the right boundary as x
        
        while (left <= right) {
            long mid = left + (right - left) / 2; // Calculate the middle value
            
            if (mid * mid == x) {
                return (int) mid; // Found the square root
            } else if (mid * mid < x) {
                left = mid + 1; // Move to the right half
            } else {
                right = mid - 1; // Move to the left half
            }
        }
        
        // If the loop exits, the square root is not found
        // Return the value of 'right', which is the closest integer less than the square root
        return (int) right;
    }
}",0
"class Solution {
    public String addBinary(String a, String b) {
        StringBuilder sb = new StringBuilder();
     //   int carry = 0;
        int i = a.length() - 1;
        int j = b.length() - 1;
        
        // Iterate from the least significant digit to the most significant digit
        while (i >= 0 || j >= 0) {
            int sum = carry;
            if (i >= 0) {
                sum += a.charAt(i--) - '0';
            }
            if (j >= 0) {
                sum += b.charAt(j--) - '0';
            }
            sb.insert(0, sum % 2); // Insert the remainder at the beginning of the StringBuilder
            carry = sum / 2; // Update carry for the next iteration
        }
        
        // If there is a carry after processing all digits, append it to the result
        if (carry > 0) {
            sb.insert(0, carry);
        }
        
        return sb.toString();
    }
}",0
"class Solution {
    public int[] plusOne(int[] digits) {
        // Traverse the digits from right to left
        for (int i = digits.length - 1; i >= 0; i--) {
            // Increment the current digit
            digits[i]++;
            // If the digit becomes 10, set it to 0 and continue to the next digit
            if (digits[i] == 10) {
                digits[i] = 0;
            } else {
                
                return digits;
            }
        }
        
        
        int[] result = new int[digits.length + 1];
        result[0] = 1; // Set the most significant digit to 1
        return result;
    }
}",0
"// This class contains a method to calculate the factorial of a number using recursion
public class Factorial {
    // Method to calculate factorial
    public static int factorial(int n) {
        // Base case: factorial of 0 or 1 is 1
        if (n == 0 || n == 1) {
            return 1;
        }
        // Recursive case: n * factorial of (n-1)
        return n * factorial(n - 1);
    }

    public static void main(String[] args) {
        // Calculate and print the factorial of 5
        System.out.println(""Factorial of 5: "" + factorial(5));
    }
}",1
"// This class demonstrates how to traverse an array and calculate the sum of its elements
public class ArraySum {
    public static void main(String[] args) {
        // Initialize an array of integers
        int[] numbers = {1, 2, 3, 4, 5};
        int sum = 0;

        // Loop through each element in the array
        for (int num : numbers) {
            // Add the current element to the sum
            sum += num;
        }

        // Print the total sum of the array elements
        System.out.println(""Sum of array elements: "" + sum);
    }
}",1
"// This class defines a Person with a name and age, and provides getter and setter methods
public class Person {
    private String name;
    private int age;

    // Constructor to initialize Person object
    public Person(String name, int age) {
        this.name = name;
        this.age = age;
    }

    // Getter for name
    public String getName() {
        return name;
    }

    // Setter for name
    public void setName(String name) {
        this.name = name;
    }

    // Getter for age
    public int getAge() {
        return age;
    }

    // Setter for age
    public void setAge(int age) {
        this.age = age;
    }

    public static void main(String[] args) {
        // Create a new Person object
        Person person = new Person(""Alice"", 30);

        // Print the person's details
        System.out.println(""Name: "" + person.getName());
        System.out.println(""Age: "" + person.getAge());

        // Update and print new details
        person.setName(""Bob"");
        person.setAge(25);
        System.out.println(""Updated Name: "" + person.getName());
        System.out.println(""Updated Age: "" + person.getAge());
    }
}",1
"// This class provides basic arithmetic operations: addition, subtraction, multiplication, and division
public class Calculator {
    // Method for addition
    public static int add(int a, int b) {
        return a + b;
    }

    // Method for subtraction
    public static int subtract(int a, int b) {
        return a - b;
    }

    // Method for multiplication
    public static int multiply(int a, int b) {
        return a * b;
    }

    // Method for division
    public static double divide(int a, int b) {
        // Check to avoid division by zero
        if (b == 0) {
            throw new ArithmeticException(""Division by zero is not allowed."");
        }
        return (double) a / b;
    }

    public static void main(String[] args) {
        // Test the calculator methods
        int a = 10;
        int b = 5;

        System.out.println(""Addition: "" + add(a, b));
        System.out.println(""Subtraction: "" + subtract(a, b));
        System.out.println(""Multiplication: "" + multiply(a, b));
        System.out.println(""Division: "" + divide(a, b));
    }
}",1
"// This class implements the Bubble Sort algorithm to sort an array of integers
public class BubbleSort {
    // Method to perform bubble sort
    public static void bubbleSort(int[] array) {
        int n = array.length;
        // Traverse through all array elements
        for (int i = 0; i < n - 1; i++) {
            // Last i elements are already in place
            for (int j = 0; j < n - i - 1; j++) {
                // Swap if the element found is greater than the next element
                if (array[j] > array[j + 1]) {
                    int temp = array[j];
                    array[j] = array[j + 1];
                    array[j + 1] = temp;
                }
            }
        }
    }

    public static void main(String[] args) {
        // Initialize an array of integers
        int[] numbers = {64, 34, 25, 12, 22, 11, 90};
        // Call bubbleSort method
        bubbleSort(numbers);

        // Print sorted array
        System.out.println(""Sorted array:"");
        for (int num : numbers) {
            System.out.print(num + "" "");
        }
    }
}",1
"// This class contains a method to check if a number is prime
public class PrimeCheck {
    // Method to check if a number is prime
    public static boolean isPrime(int num) {
        int i = 10;
        // Handle edge cases
        if (num <= 1) {
            return false;
        }
        // Check for factors up to the square root of num
        for (int i = 2; i <= Math.sqrt(num); i++) {
          // check number remain
            if (num % i == 0) {
                return false;
            }
        }
        return true;
    }

    public static void main(String[] args) {
        int number = 29;
        // Check and print if the number is prime
        if (isPrime(number)) {
            System.out.println(number + "" is a prime number."");
        } else {
            System.out.println(number + "" is not a prime number."");
        }
    }
}",1
