Code,Smell
"public static void processOrder(int orderAmount, int customerLoyaltyPoints, String customerType, boolean isHolidaySeason, String shippingOption, String paymentMethod, int itemsCount) {
        if (orderAmount <= 0) {
            System.out.println(""Invalid order amount."");
            return;
        } else if (orderAmount > 10000) {
            System.out.println(""Large order detected."");
        }

        if (customerLoyaltyPoints > 1000) {
            System.out.println(""Loyalty discount applied."");
            orderAmount -= 100;
        }

        if (isHolidaySeason) {
            System.out.println(""Holiday season discount applied."");
            orderAmount *= 0.9;
        }

        if (customerType.equals(""VIP"")) {
            System.out.println(""VIP customer. Special discount applied."");
            orderAmount *= 0.85;
            if (shippingOption.equals(""overnight"")) {
                System.out.println(""Free overnight shipping for VIPs."");
            }
        } else if (customerType.equals(""Regular"")) {
            if (shippingOption.equals(""express"")) {
                System.out.println(""Express shipping selected. Additional charge applied."");
                orderAmount += 30;
            } else if (shippingOption.equals(""standard"")) {
                System.out.println(""Standard shipping selected."");
            } else {
                System.out.println(""Invalid shipping option. Defaulting to standard."");
            }
        } else if (customerType.equals(""New"")) {
            System.out.println(""New customer discount applied."");
            orderAmount *= 0.95;
            if (paymentMethod.equals(""credit_card"")) {
                System.out.println(""Credit card payment selected. Extra points awarded."");
            } else if (paymentMethod.equals(""paypal"")) {
                System.out.println(""PayPal payment selected."");
            } else if (paymentMethod.equals(""gift_card"")) {
                System.out.println(""Gift card payment selected. Gift card limit applied."");
                if (orderAmount > 500) {
                    System.out.println(""Gift card limit exceeded. Adjusting order amount."");
                    orderAmount = 500;
                }
            } else {
                System.out.println(""Invalid payment method. Defaulting to credit card."");
            }
        } else {
            System.out.println(""Unrecognized customer type."");
        }

        switch (shippingOption) {
            case ""standard"":
                System.out.println(""Processing with standard shipping."");
                break;
            case ""express"":
                System.out.println(""Processing with express shipping."");
                orderAmount += 20;
                break;
            case ""overnight"":
                System.out.println(""Processing with overnight shipping."");
                orderAmount += 50;
                break;
            default:
                System.out.println(""Invalid shipping option. Using standard shipping."");
                break;
        }

        for (int i = 0; i < itemsCount; i++) {
            if (i % 2 == 0) {
                System.out.println(""Processing even item: "" + (i + 1));
            } else {
                System.out.println(""Processing odd item: "" + (i + 1));
            }

            if (i == itemsCount / 2) {
                System.out.println(""Halfway through processing items."");
            }

            if (i > 0 && i % 10 == 0) {
                System.out.println(""Milestone reached: Processed "" + i + "" items."");
            }
        }

        if (orderAmount > 1000) {
            System.out.println(""High order amount. Final verification required."");
        } else if (orderAmount < 50) {
            System.out.println(""Low order amount. Extra shipping charges apply."");
            orderAmount += 10;
        }

        System.out.println(""Final order amount: $"" + orderAmount);
    }",1
"  public ListNode reverseList(ListNode head) {
        if (head == null || head.next == null) {
            return head;
        }
        ListNode reversedHead = reverseList(head.next);
        head.next.next = head;
        head.next = null;
        return reversedHead;
    }",0
"public boolean containsDuplicate(int[] nums) {
        Set<Integer> uniqueElements = new HashSet<>();

        for (int num : nums) {
            if (uniqueElements.contains(num))
                return true; 
            uniqueElements.add(num);
        }
        return false; 
    }",0
"  public boolean empty() {
        return queue1.isEmpty() && queue2.isEmpty();
    }",0
" public int countNodes(TreeNode root) {
        if (root == null) return 0;
        int leftHeight = height(root.left);
        int rightHeight = height(root.right);
        if (leftHeight == rightHeight) {
            return (1 << leftHeight) + countNodes(root.right);
        } else {
            return (1 << rightHeight) + countNodes(root.left);
        }
    }",0
"public static void processCart(int itemCount, double totalPrice, boolean hasDiscount, boolean isMember, String shippingMethod, String paymentMethod) {
        if (itemCount == 0) {
            System.out.println(""Your cart is empty."");
            return;
        } else if (itemCount > 50) {
            System.out.println(""You have reached the maximum item limit."");
        } else {
            if (totalPrice > 1000) {
                System.out.println(""Large order detected. Free shipping applied."");
                totalPrice -= 50;
            }

            if (hasDiscount) {
                System.out.println(""Discount applied."");
                totalPrice *= 0.9;
            }

            if (isMember) {
                System.out.println(""Member discount applied."");
                totalPrice *= 0.95;
            }

            switch (shippingMethod) {
                case ""standard"":
                    System.out.println(""Standard shipping selected."");
                    break;
                case ""express"":
                    System.out.println(""Express shipping selected. Additional charges applied."");
                    totalPrice += 20;
                    break;
                case ""overnight"":
                    System.out.println(""Overnight shipping selected. Additional charges applied."");
                    totalPrice += 50;
                    break;
                default:
                    System.out.println(""No valid shipping method selected. Defaulting to standard."");
                    break;
            }

            switch (paymentMethod) {
                case ""credit_card"":
                    System.out.println(""Paying with credit card."");
                    break;
                case ""paypal"":
                    System.out.println(""Paying with PayPal."");
                    break;
                case ""gift_card"":
                    System.out.println(""Paying with gift card."");
                    if (totalPrice > 500) {
                        System.out.println(""Gift card limit exceeded."");
                        totalPrice = 500;
                    }
                    break;
                default:
                    System.out.println(""No valid payment method selected."");
                    return;
            }

            if (itemCount > 20) {
                System.out.println(""Bulk discount applied."");
                totalPrice *= 0.95;
            }

            for (int i = 1; i <= itemCount; i++) {
                if (i % 5 == 0) {
                    System.out.println(""Processing item "" + i + "" with a special discount."");
                    totalPrice -= 5;
                } else {
                    System.out.println(""Processing item "" + i);
                }

                if (i == itemCount / 2) {
                    System.out.println(""Halfway through processing the cart."");
                }
            }

            if (totalPrice > 500 && !isMember) {
                System.out.println(""Warning: Non-members pay extra for orders over $500."");
                totalPrice += 25;
            }

            System.out.println(""Final price: $"" + totalPrice);
        }
    }",1
"private int height(TreeNode node) {
        int height = 0;
        while (node != null) {
            height++;
            node = node.left;
        }
        return height;
    }",0
"  public boolean containsNearbyDuplicate(int[] nums, int number) {
        HashMap<Integer, Integer> map = new HashMap<>();
        for (int loopIterature = 0; loopIterature < nums.length; loopIterature++) {
            if (map.containsKey(nums[loopIterature]) && Math.abs(loopIterature - map.get(nums[loopIterature])) <= number) {
                return true;
            }
            map.put(nums[loopIterature], loopIterature);
        }
        return false;
    }",0
" public boolean containsNearbyDuplicate(int[] nums, int number) {
         
        HashMap<Integer,Integer> map = new HashMap<>();
    
        for( int loopIterature = 0; loopIterature < nums.length; loopIterature++){
            if(map.containsKey(nums[loopIterature])){            
                if( loopIterature - map.get(nums[loopIterature]) <= number ){
                    return true;
                }
            } 
            map.put(nums[loopIterature] , loopIterature);
        }
 
        return false;
        
    }",0
"public boolean containsDuplicate(int[] nums) {
        HashSet<Integer> set = new HashSet<>();
        for (int num : nums) {
            if (set.contains(num)) {
                return true;
            }
            set.add(num);
        }
        return false;
    }",0
"public void highComplexityMethod(int x, int y, int z, int a, int b, int c, int d, int e, int f) {
        if (x > 0) { // +1
            if (y > 0) { // +1
                if (z > 0) { // +1
                    System.out.println(""x, y, and z are positive"");
                } else { // +1
                    System.out.println(""z is not positive"");
                }
            } else if (z > 0) { // +1
                System.out.println(""x and z are positive"");
            } else { // +1
                System.out.println(""x is positive, y and z are not"");
            }
        } else if (y > 0) { // +1
            if (a > 0) { // +1
                System.out.println(""y and a are positive"");
            } else if (b > 0) { // +1
                System.out.println(""y and b are positive"");
            } else { // +1
                System.out.println(""Only y is positive"");
            }
        } else if (z > 0) { // +1
            if (c > 0) { // +1
                System.out.println(""z and c are positive"");
            } else { // +1
                System.out.println(""Only z is positive"");
            }
        } else { // +1
            for (int i = 0; i < d; i++) { // +1
                if (e > 0) { // +1
                    if (f > 0) { // +1
                        System.out.println(""e and f are positive"");
                    } else { // +1
                        System.out.println(""Only e is positive"");
                    }
                } else { // +1
                    System.out.println(""Neither e nor f are positive"");
                }
            }
        }

        while (a > 0) { // +1
            if (b > 0) { // +1
                System.out.println(""a and b are positive"");
            } else { // +1
                break;
            }
            a--;
        }
    }",1
"public void addNumber(int num1){ 
 return (num1+num1)
;
}",0
"public static void FinalgameDecision(int playerHealth, int enemyHealth, int playerMana, int enemyMana, int environment, int playerLevel, int enemyLevel) {
        if (playerHealth <= 0) {
            System.out.println(""Game Over. Player is dead."");
        } else if (enemyHealth <= 0) {
            System.out.println(""Victory! Enemy is dead."");
        } else {
            if (playerMana > 50) {
                System.out.println(""Player casts a powerful spell!"");
                enemyHealth -= 30;
            } else if (playerMana > 20) {
                System.out.println(""Player casts a moderate spell."");
                enemyHealth -= 15;
            } else {
                System.out.println(""Player attacks with a basic strike."");
                enemyHealth -= 5;
            }

            if (playerLevel > enemyLevel) {
                System.out.println(""Player has a level advantage."");
                enemyHealth -= 10;
            } else if (playerLevel < enemyLevel) {
                System.out.println(""Enemy has a level advantage."");
                playerHealth -= 10;
            } else {
                System.out.println(""Both player and enemy are equally matched."");
            }

            switch (environment) {
                case 1:
                    System.out.println(""The environment is a forest. Players have increased agility."");
                    playerHealth += 5;
                    break;
                case 2:
                    System.out.println(""The environment is a desert. Players have decreased stamina."");
                    playerHealth -= 5;
                    break;
                case 3:
                    System.out.println(""The environment is a swamp. Movement is slow."");
                    break;
                case 4:
                    System.out.println(""The environment is a mountain. Attack damage is increased."");
                    enemyHealth -= 10;
                    break;
                case 5:
                    System.out.println(""The environment is a cave. Defense is increased."");
                    playerHealth += 5;
                    break;
                default:
                    System.out.println(""The environment is neutral."");
                    break;
            }

            while (enemyHealth > 0 && playerHealth > 0) {
                if (enemyMana > 40) {
                    System.out.println(""Enemy casts a devastating spell!"");
                    playerHealth -= 25;
                    enemyMana -= 40;
                } else if (enemyMana > 10) {
                    System.out.println(""Enemy casts a weak spell."");
                    playerHealth -= 10;
                    enemyMana -= 10;
                } else {
                    System.out.println(""Enemy attacks with a basic strike."");
                    playerHealth -= 5;
                }

                if (playerHealth > 50) {
                    System.out.println(""Player uses a health potion."");
                    playerHealth += 20;
                } else if (playerMana > 30) {
                    System.out.println(""Player uses a mana potion."");
                    playerMana += 20;
                }

                if (playerHealth <= 0) {
                    System.out.println(""Player is dead."");
                    break;
                } else if (enemyHealth <= 0) {
                    System.out.println(""Enemy is dead."");
                    break;
                }
            }

            if (playerHealth > 0 && enemyHealth > 0) {
                System.out.println(""The battle continues..."");
            } else if (playerHealth <= 0) {
                System.out.println(""Game Over. The player was defeated."");
            } else {
                System.out.println(""Victory! The player defeated the enemy."");
            }
        }
    }",1
"public void addNumber(int num1, int num2){ 
 return (num1+num2)
;
}",0
"public void addNumber(int num1, int num2, int num3){ 
 return (num1+num2+num3)
;
}",0
"public static void processOrder(int orderAmount, int customerLoyaltyPoints, String customerType, boolean isHolidaySeason, String shippingOption, String paymentMethod, int itemsCount) {
        if (orderAmount <= 0) {
            System.out.println(""Invalid order amount."");
            return;
        } else if (orderAmount > 10000) {
            System.out.println(""Large order detected."");
        }

        if (customerType.equals(""VIP"")) {
            System.out.println(""VIP customer. Special discount applied."");
            orderAmount *= 0.85;
            if (shippingOption.equals(""overnight"")) {
                System.out.println(""Free overnight shipping for VIPs."");
            }
        } else if (customerType.equals(""Regular"")) {
            if (shippingOption.equals(""express"")) {
                System.out.println(""Express shipping selected. Additional charge applied."");
                orderAmount += 30;
            } else if (shippingOption.equals(""standard"")) {
                System.out.println(""Standard shipping selected."");
            } else {
                System.out.println(""Invalid shipping option. Defaulting to standard."");
            }
        } else if (customerType.equals(""New"")) {
            System.out.println(""New customer discount applied."");
            orderAmount *= 0.95;
            if (paymentMethod.equals(""credit_card"")) {
                System.out.println(""Credit card payment selected. Extra points awarded."");
            } else if (paymentMethod.equals(""gift_card"")) {
                System.out.println(""Gift card payment selected. Gift card limit applied."");
                if (orderAmount > 500) {
                    System.out.println(""Gift card limit exceeded. Adjusting order amount."");
                    orderAmount = 500;
                }
            } else {
                System.out.println(""Invalid payment method. Defaulting to credit card."");
            }
        } else {
            System.out.println(""Unrecognized customer type."");
        }

        switch (shippingOption) {
            case ""standard"":
                System.out.println(""Processing with standard shipping."");
                break;
            case ""express"":
                System.out.println(""Processing with express shipping."");
                orderAmount += 20;
                break;
            case ""overnight"":
                System.out.println(""Processing with overnight shipping."");
                orderAmount += 50;
                break;
            default:
                System.out.println(""Invalid shipping option. Using standard shipping."");
                break;
        }

        for (int i = 0; i < itemsCount; i++) {
            if (i % 2 == 0) {
                System.out.println(""Processing even item: "" + (i + 1));
            } else {
                System.out.println(""Processing odd item: "" + (i + 1));
            }

            if (i == itemsCount / 2) {
                System.out.println(""Halfway through processing items."");
            }

            if (i > 0 && i % 10 == 0) {
                System.out.println(""Milestone reached: Processed "" + i + "" items."");
            }
        }

        if (orderAmount > 1000) {
            System.out.println(""High order amount. Final verification required."");
        } else if (orderAmount < 50) {
            System.out.println(""Low order amount. Extra shipping charges apply."");
            orderAmount += 10;
        }

        System.out.println(""Final order amount: $"" + orderAmount);
    }",1
"public void addNumber(int num1, int num2, int num3, int num4){ 
 return (num1+num2+num3+num4)
;
}",1
"public void addNumber(int num1, int num2, int num3, int num4, int num5){ 
 return (num1+num2+num3+num4+num5)
;
}",1
"public void complexMethod(int a, int b, int c, int d) {
        if (a > 0) {                       
            if (b > 0) {                   
                if (c > 0) {               
                    System.out.println(""Case 1"");
                } else {                   
                    System.out.println(""Case 2"");
                }
            } else if (b < 0) {            
                if (c == 0) {              
                    System.out.println(""Case 3"");
                } else {                   
                    System.out.println(""Case 4"");
                }
            } else {                       
                System.out.println(""Case 5"");
            }
        } else if (a < 0) {                
            if (d > 10) {                  
                System.out.println(""Case 6"");
            } else if (d < 5) {            
                System.out.println(""Case 7"");
            } else {                       
                switch (b) {               
                    case 1:                
                        System.out.println(""Case 8"");
                        break;
                    case 2:                
                        System.out.println(""Case 9"");
                        break;
                    case 3:                
                        System.out.println(""Case 10"");
                        break;
                    default:               
                        System.out.println(""Default Case"");
                }
            }
        } else {                           
            for (int i = 0; i < c; i++) {  
                if (i % 2 == 0) {          
                    System.out.println(""Even"");
                } else {                   
                    System.out.println(""Odd"");
                }
            }
        }

        try {                              
            int result = a / b;
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {  
            System.out.println(""Division by zero"");
        }
    }",1
"public void addNumber(int num1, int num2, int num3, int num4, int num5, int num6){ 
 return (num1+num2+num3+num4+num5+num6)
;
}",1
"public void addNumber(int num1, int num2, int num3, int num4, int num5, int num6, int num7, int num8){ 
 return (num1+num2+num3+num4+num5+num6+num7+num8)
;
}",1
"public void addNumber(int num1, int num2, int num3, int num4, int num5, int num6, int num7, int num8, int num9){ 
 return (num1+num2+num3+num4+num5+num6+num7+num8+num9);
}",1
"public void complexMethod(int a, int b, int c, int d, int e, int f, int g, int h, int i, int j, int k, int l, int m, int n, int o) {
        if (a > 0) {
            if (b > 0) {
                if (c > 0) {
                    if (d > 0) {
                        System.out.println(""All conditions met"");
                    } else {
                        System.out.println(""Condition d not met"");
                    }
                } else {
                    System.out.println(""Condition c not met"");
                }
            } else {
                System.out.println(""Condition b not met"");
            }
        } else {
            System.out.println(""Condition a not met"");
        }

        switch (e) {
            case 1:
                System.out.println(""e is 1"");
                break;
            case 2:
                System.out.println(""e is 2"");
                break;
            default:
                System.out.println(""e is neither 1 nor 2"");
        }

        for (int i1 = 0; i1 < f; i1++) {
            if (g > 0) {
                if (h > 0) {
                    System.out.println(""g and h are positive"");
                }
            }
        }

        while (i > 0) {
            if (j > 0) {
                if (k > 0) {
                    System.out.println(""j and k are positive"");
                } else {
                    System.out.println(""k is not positive"");
                }
            } else {
                System.out.println(""j is not positive"");
            }
            i--;
        }

        try {
            if (l > 0) {
                throw new Exception(""Exception thrown"");
            }
        } catch (Exception ex) {
            System.out.println(""Exception caught"");
        } finally {
            System.out.println(""Finally block executed"");
        }

        switch (m) {
            case 1:
                System.out.println(""m is 1"");
                break;
            case 2:
                System.out.println(""m is 2"");
                break;
            default:
                System.out.println(""m is neither 1 nor 2"");
        }

        if (n > 0) {
            System.out.println(""n is positive"");
        } else if (o > 0) {
            System.out.println(""o is positive"");
        } else {
            System.out.println(""n and o are non-positive"");
        }
    }",1
"public void complexMethod(int a, int b, int c, int d, int e, int f, int g) {
        if (a > 0) { // +1
            if (b > 0) { // +1
                System.out.println(""Branch 1"");
            } else if (c > 0) { // +1
                System.out.println(""Branch 2"");
            } else { // +1
                System.out.println(""Branch 3"");
            }
        } else if (d > 0) { // +1
            switch (e) {
                case 1: // +1
                    System.out.println(""Case 1"");
                    break;
                case 2: // +1
                    System.out.println(""Case 2"");
                    break;
                case 3: // +1
                    System.out.println(""Case 3"");
                    break;
                default: // +1
                    System.out.println(""Default case"");
                    break;
            }
        } else { // +1
            for (int i = 0; i < f; i++) { // +1
                if (g > 0) { // +1
                    System.out.println(""Loop iteration "" + i);
                } else { // +1
                    System.out.println(""Negative g"");
                }
            }
        }

        while (a > 0) { // +1
            if (b > 0) { // +1
                a--;
            } else { // +1
                break;
            }
        }
        
        do { // +1
            System.out.println(""In do-while loop"");
            a--;
        } while (a > 0 && b > 0); // +1
    }",1
"public static void gameDecision(int playerHealth, int enemyHealth, int playerMana, int enemyMana, int environment) {
        if (playerHealth <= 0) {
            System.out.println(""Game Over. Player is dead."");
        } else if (enemyHealth <= 0) {
            System.out.println(""Victory! Enemy is dead."");
        } else {
            if (playerMana > 50) {
                System.out.println(""Player casts a powerful spell!"");
                enemyHealth -= 30;
            } else if (playerMana > 20) {
                System.out.println(""Player casts a moderate spell."");
                enemyHealth -= 15;
            } else {
                System.out.println(""Player attacks with a basic strike."");
                enemyHealth -= 5;
            }

            switch (environment) {
                case 1:
                    System.out.println(""The environment is a forest. Players have increased agility."");
                    playerHealth += 5;
                    break;
                case 2:
                    System.out.println(""The environment is a desert. Players have decreased stamina."");
                    playerHealth -= 5;
                    break;
                case 3:
                    System.out.println(""The environment is a swamp. Movement is slow."");
                    break;
                case 4:
                    System.out.println(""The environment is a mountain. Attack damage is increased."");
                    enemyHealth -= 10;
                    break;
                default:
                    System.out.println(""The environment is neutral."");
                    break;
            }

            while (enemyHealth > 0 && playerHealth > 0) {
                if (enemyMana > 40) {
                    System.out.println(""Enemy casts a devastating spell!"");
                    playerHealth -= 25;
                    enemyMana -= 40;
                } else if (enemyMana > 10) {
                    System.out.println(""Enemy casts a weak spell."");
                    playerHealth -= 10;
                    enemyMana -= 10;
                } else {
                    System.out.println(""Enemy attacks with a basic strike."");
                    playerHealth -= 5;
                }

                if (playerHealth <= 0) {
                    System.out.println(""Player is dead."");
                    break;
                } else if (enemyHealth <= 0) {
                    System.out.println(""Enemy is dead."");
                    break;
                }
            }

            if (playerHealth > 0 && enemyHealth > 0) {
                System.out.println(""The battle continues..."");
            } else if (playerHealth <= 0) {
                System.out.println(""Game Over. The player was defeated."");
            } else {
                System.out.println(""Victory! The player defeated the enemy."");
            }
        }
    }",1
"public void processTransaction(String transactionId, double amount, String currency, String fromAccount, String toAccount) {
        System.out.println(""Processing transaction ID: "" + transactionId + "" for amount: "" + amount + "" "" + currency);
        System.out.println(""From: "" + fromAccount + "" to "" + toAccount);
    }",1
"public String generateReport(String title, String author, String content, int pageCount, boolean includeSummary) {
        String report = ""Report: "" + title + ""\nAuthor: "" + author + ""\nContent: "" + content + ""\nPages: "" + pageCount;
        if (includeSummary) {
            report += ""\nSummary included."";
        }
        return report;
    }",1
"public void configureServer(String ipAddress, int port, String username, String password, String databaseName) {
        System.out.println(""Configuring server with IP: "" + ipAddress + "", Port: "" + port);
        System.out.println(""Username: "" + username + "", Database: "" + databaseName);
    }",1
"public double calculateInterest(double principal, double rate, int time, int compoundingFrequency) {
        return principal * Math.pow((1 + rate / compoundingFrequency), compoundingFrequency * time);
    }",1
"public void sendEmail(String to, String subject, String body, String cc, String bcc) {
        System.out.println(""Sending email to: "" + to);
        System.out.println(""Subject: "" + subject);
        System.out.println(""Body: "" + body);
        System.out.println(""CC: "" + cc);
        System.out.println(""BCC: "" + bcc);
    }",1
"public boolean authenticateUser(String username, String password, String otp, String deviceToken) {
        // Example authentication logic
        return username.equals(""user"") && password.equals(""pass"") && otp.equals(""123456"") && deviceToken.equals(""abc123"");
    }",1
"public void scheduleMeeting(String date, String time, String location, String agenda) {
        System.out.println(""Meeting scheduled on "" + date + "" at "" + time + "" in "" + location + "". Agenda: "" + agenda);
    }",1
"public String formatFullName(String title, String firstName, String middleName, String lastName) {
        return title + "" "" + firstName + "" "" + middleName + "" "" + lastName;
    }",1
"public int calculateTotalPrice(int itemPrice, int quantity, double taxRate, double discount) {
        double totalPrice = (itemPrice * quantity) * (1 + taxRate) - discount;
        return (int) totalPrice;
    }",1
"public void createUser(String firstName, String lastName, int age, String email) {
        System.out.println(""Creating user: "" + firstName + "" "" + lastName + "", Age: "" + age + "", Email: "" + email);
    }",1
"public void registerStudent(String firstName, String lastName, int age, String email, String studentId) {
        if (age < 18) {
            System.out.println(""Student "" + firstName + "" "" + lastName + "" is a minor."");
        } else {
            System.out.println(""Student "" + firstName + "" "" + lastName + "" is registered."");
        }
        System.out.println(""Email: "" + email + "", Student ID: "" + studentId);
        sendWelcomeEmail(email);
    }",1
"public double calculateEmployeeSalary(double baseSalary, double bonus, double taxRate, int overtimeHours, double overtimeRate) {
        double overtimePay = overtimeHours * overtimeRate;
        double grossSalary = baseSalary + bonus + overtimePay;
        double tax = grossSalary * taxRate;
        double netSalary = grossSalary - tax;
        System.out.println(""Gross Salary: "" + grossSalary + "", Tax: "" + tax + "", Net Salary: "" + netSalary);
        return netSalary;
    }",1
"public String buildURL(String protocol, String domain, String path, String query, String fragment) {
        StringBuilder url = new StringBuilder();
        url.append(protocol).append(""://"").append(domain);
        if (path != null && !path.isEmpty()) {
            url.append(""/"").append(path);
        }
        if (query != null && !query.isEmpty()) {
            url.append(""?"").append(query);
        }
        if (fragment != null && !fragment.isEmpty()) {
            url.append(""#"").append(fragment);
        }
        System.out.println(""Generated URL: "" + url.toString());
        return url.toString();
    }",1
"private void sendWelcomeEmail(String email) {
        System.out.println(""Welcome email sent to "" + email);
    }",0
"public void processOrder(int orderId, String product, int quantity, double pricePerUnit, String deliveryAddress) {
        double totalPrice = quantity * pricePerUnit;
        System.out.println(""Order ID: "" + orderId);
        System.out.println(""Product: "" + product + "", Quantity: "" + quantity);
        System.out.println(""Total Price: $"" + totalPrice);
        System.out.println(""Delivery Address: "" + deliveryAddress);
        confirmOrder(orderId);
    }",1
"private void confirmOrder(int orderId) {
        System.out.println(""Order "" + orderId + "" has been confirmed."");
    }",0
"public void manageProject(String projectName, String[] teamMembers, String deadline, double budget, String clientName) {
        System.out.println(""Managing project: "" + projectName);
        System.out.println(""Team Members: "");
        for (String member : teamMembers) {
            System.out.println(""- "" + member);
        }
        System.out.println(""Deadline: "" + deadline);
        System.out.println(""Budget: $"" + budget);
        System.out.println(""Client: "" + clientName);
        allocateBudget(budget, teamMembers.length);
    }",1
"private void allocateBudget(double budget, int teamSize) {
        double perMemberBudget = budget / teamSize;
        System.out.println(""Allocated $"" + perMemberBudget + "" per team member."");
    }",0
"public boolean validateUserInput(String username, String password, String email, String phoneNumber, String address) {
        boolean isValid = true;
        if (username.isEmpty() || password.isEmpty()) {
            System.out.println(""Username or password cannot be empty."");
            isValid = false;
        }
        if (!email.contains(""@"")) {
            System.out.println(""Invalid email format."");
            isValid = false;
        }
        if (phoneNumber.length() != 10) {
            System.out.println(""Phone number must be 10 digits."");
            isValid = false;
        }
        if (address.isEmpty()) {
            System.out.println(""Address cannot be empty."");
            isValid = false;
        }
        return isValid;
    }",1
"public void organizeEvent(String eventName, String date, String time, String location, String[] participants) {
        System.out.println(""Organizing event: "" + eventName);
        System.out.println(""Date: "" + date + "", Time: "" + time + "", Location: "" + location);
        System.out.println(""Participants:"");
        for (String participant : participants) {
            System.out.println(""- "" + participant);
        }
        sendInvitations(participants);
    }",1
" private void sendInvitations(String[] participants) {
        for (String participant : participants) {
            System.out.println(""Invitation sent to: "" + participant);
        }
    }",0
